ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
2204,AEMC-AI Server,T1078,Valid Accounts,persistence,Enterprise,"1,83457659","0,77769003","0,30000000000000004","0,4280195769943194",Low,"['User Account Management', 'Password Policies', 'Account Use Policies', 'Active Directory Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'User Training']"
2205,AEMC-AI Server,T1078,Valid Accounts,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,30000000000000004","0,4280195769943194",Low,"['User Account Management', 'Password Policies', 'Account Use Policies', 'Active Directory Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'User Training']"
2206,AEMC-AI Server,T1078,Valid Accounts,initial-access,Enterprise,"1,83457659","0,272727273","0,30000000000000004","0,15010172115010173",Low,"['User Account Management', 'Password Policies', 'Account Use Policies', 'Active Directory Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'User Training']"
2207,AEMC-AI Server,T1074,Data Staged,collection,Enterprise,"1,4372259","0,932727273",1,"1,3405397943919708",Low,[]
2208,AEMC-AI Server,T1072,Software Deployment Tools,execution,Enterprise,"1,181753232","1,4981073299999998","0,19999999999999996","0,35407863582207794",Low,"['Remote Data Storage', 'User Account Management', 'Password Policies', 'Active Directory Configuration', 'Update Software', 'Privileged Account Management', 'Multi-factor Authentication', 'User Training', 'Network Segmentation']"
2209,AEMC-AI Server,T1072,Software Deployment Tools,lateral-movement,Enterprise,"1,181753232","0,272727273","0,19999999999999996","0,06445926726445925",Low,"['Remote Data Storage', 'User Account Management', 'Password Policies', 'Active Directory Configuration', 'Update Software', 'Privileged Account Management', 'Multi-factor Authentication', 'User Training', 'Network Segmentation']"
2210,AEMC-AI Server,T1071,Application Layer Protocol,command-and-control,Enterprise,"2,2211673","0,272727273","0,19999999999999996","0,12115458012115454",Low,['Network Intrusion Prevention']
2211,AEMC-AI Server,T1070,Indicator Removal,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Encrypt Sensitive Information', 'Remote Data Storage', 'Restrict File and Directory Permissions']"
2212,AEMC-AI Server,T1069,Permission Groups Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2213,AEMC-AI Server,T1068,Exploitation for Privilege Escalation,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,19999999999999996","0,2853463846628795",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Execution Prevention', 'Update Software', 'Threat Intelligence Program']"
2214,AEMC-AI Server,T1059,Command and Scripting Interpreter,execution,Enterprise,"3,887042775","1,4981073299999998","0,4","2,329282909300416",Low,"['Restrict Web-Based Content', 'Disable or Remove Feature or Program', 'Antivirus/Antimalware', 'Code Signing', 'Execution Prevention', 'Privileged Account Management', 'Behavior Prevention on Endpoint']"
2215,AEMC-AI Server,T1057,Process Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2216,AEMC-AI Server,T1056,Input Capture,collection,Enterprise,"1,04832948","0,932727273",1,"0,9778054970859081",Low,[]
2217,AEMC-AI Server,T1056,Input Capture,credential-access,Enterprise,"1,04832948","0,272727273",1,"0,28590804028590805",Low,[]
2218,AEMC-AI Server,T1055,Process Injection,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Behavior Prevention on Endpoint', 'Privileged Account Management']"
2219,AEMC-AI Server,T1055,Process Injection,privilege-escalation,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Behavior Prevention on Endpoint', 'Privileged Account Management']"
2220,AEMC-AI Server,T1053,Scheduled Task/Job,execution,Enterprise,"2,83525473","1,4981073299999998","0,4","1,6990063573720684",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2221,AEMC-AI Server,T1053,Scheduled Task/Job,persistence,Enterprise,"2,83525473","0,77769003","0,4","0,8819797344125369",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2222,AEMC-AI Server,T1053,Scheduled Task/Job,privilege-escalation,Enterprise,"2,83525473","0,77769003","0,4","0,8819797344125369",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2223,AEMC-AI Server,T1052,Exfiltration Over Physical Medium,exfiltration,Enterprise,"0,9145983","0,932727273","0,19999999999999996","0,17061415564988713",Low,"['Limit Hardware Installation', 'Disable or Remove Feature or Program', 'Data Loss Prevention']"
2224,AEMC-AI Server,T1049,System Network Connections Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2225,AEMC-AI Server,T1048,Exfiltration Over Alternative Protocol,exfiltration,Enterprise,"1,4372259","0,932727273","0,19999999999999996","0,2681079588783941",Low,"['User Account Management', 'Filter Network Traffic', 'Network Intrusion Prevention', 'Restrict File and Directory Permissions', 'Network Segmentation', 'Data Loss Prevention']"
2226,AEMC-AI Server,T1046,Network Service Discovery,discovery,Enterprise,"2,515145325","0,272727273","0,19999999999999996","0,13718974513718973",Low,"['Network Intrusion Prevention', 'Network Segmentation', 'Disable or Remove Feature or Program']"
2227,AEMC-AI Server,T1041,Exfiltration Over C2 Channel,exfiltration,Enterprise,"1,4372259","0,932727273","0,19999999999999996","0,2681079588783941",Low,"['Network Intrusion Prevention', 'Data Loss Prevention']"
2228,AEMC-AI Server,T1040,Network Sniffing,credential-access,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,"['Encrypt Sensitive Information', 'User Account Management', 'Multi-factor Authentication']"
2229,AEMC-AI Server,T1040,Network Sniffing,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,"['Encrypt Sensitive Information', 'User Account Management', 'Multi-factor Authentication']"
2230,AEMC-AI Server,T1039,Data from Network Shared Drive,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,[]
2231,AEMC-AI Server,T1037,Boot or Logon Initialization Scripts,persistence,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Restrict File and Directory Permissions', 'Restrict Registry Permissions']"
2232,AEMC-AI Server,T1037,Boot or Logon Initialization Scripts,privilege-escalation,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Restrict File and Directory Permissions', 'Restrict Registry Permissions']"
2233,AEMC-AI Server,T1036,Masquerading,defense-evasion,Enterprise,"1,4372259","0,77769003","0,5","0,5588581266438886",Low,"['Antivirus/Antimalware', 'Code Signing', 'Execution Prevention', 'Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
2234,AEMC-AI Server,T1033,System Owner/User Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2235,AEMC-AI Server,T1030,Data Transfer Size Limits,exfiltration,Enterprise,"3,887042775","0,932727273","0,19999999999999996","0,7251101615120203",Low,['Network Intrusion Prevention']
2236,AEMC-AI Server,T1029,Scheduled Transfer,exfiltration,Enterprise,"3,887042775","0,932727273","0,19999999999999996","0,7251101615120203",Low,['Network Intrusion Prevention']
2237,AEMC-AI Server,T1027,Obfuscated Files or Information,defense-evasion,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['Audit', 'Behavior Prevention on Endpoint', 'Antivirus/Antimalware']"
2238,AEMC-AI Server,T1025,Data from Removable Media,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,['Data Loss Prevention']
2239,AEMC-AI Server,T1021,Remote Services,lateral-movement,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,"['Multi-factor Authentication', 'User Account Management']"
2240,AEMC-AI Server,T1020,Automated Exfiltration,exfiltration,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,[]
2241,AEMC-AI Server,T1018,Remote System Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2242,AEMC-AI Server,T1016,System Network Configuration Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2243,AEMC-AI Server,T1014,Rootkit,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,[]
2244,AEMC-AI Server,T1011,Exfiltration Over Other Network Medium,exfiltration,Enterprise,"1,4372259","0,932727273",1,"1,3405397943919708",Low,['Operating System Configuration']
2245,AEMC-AI Server,T1010,Application Window Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2246,AEMC-AI Server,T1008,Fallback Channels,command-and-control,Enterprise,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,['Network Intrusion Prevention']
2247,AEMC-AI Server,T1007,System Service Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2248,AEMC-AI Server,T1005,Data from Local System,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,['Data Loss Prevention']
2249,AEMC-AI Server,T1003,OS Credential Dumping,credential-access,Enterprise,"0,798928515","0,272727273","0,30000000000000004","0,06536687856536688",Low,"['Privileged Process Integrity', 'Operating System Configuration', 'Credential Access Protection', 'Password Policies', 'Active Directory Configuration', 'Encrypt Sensitive Information', 'Privileged Account Management', 'User Training', 'Behavior Prevention on Endpoint']"
2250,AEMC-AI Server,T1001,Data Obfuscation,command-and-control,Enterprise,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,['Network Intrusion Prevention']
2251,AEMC-AI Server,T0893,Data from Local System,collection,ICS,"2,515145325","0,932727273",1,"2,345944640185949",Low,"['Encrypt Sensitive Information', 'Restrict File and Directory Permissions', 'User Training', 'Data Loss Prevention']"
2252,AEMC-AI Server,T0891,Hardcoded Credentials,lateral-movement,ICS,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,['Access Management']
2253,AEMC-AI Server,T0891,Hardcoded Credentials,persistence,ICS,"3,887042775","0,77769003","0,19999999999999996","0,6045828824602065",Low,['Access Management']
2254,AEMC-AI Server,T0834,Native API,execution,ICS,"1,4372259","1,4981073299999998",1,"2,153118655655847",Low,['Execution Prevention']
2255,AEMC-AI Server,T0886,Remote Services,initial-access,ICS,"1,4372259","0,272727273","0,19999999999999996","0,07839414007839413",Low,"['Network Allowlists', 'User Account Management', 'Password Policies', 'Authorization Enforcement', 'Filter Network Traffic', 'Access Management', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
2256,AEMC-AI Server,T0886,Remote Services,lateral-movement,ICS,"1,4372259","0,272727273","0,19999999999999996","0,07839414007839413",Low,"['Network Allowlists', 'User Account Management', 'Password Policies', 'Authorization Enforcement', 'Filter Network Traffic', 'Access Management', 'Human User Authentication', 'Software Process and Device Authentication', 'Network Segmentation']"
2257,AEMC-AI Server,T0829,Loss of View,impact,ICS,"2,2211673","1,272727273",1,"2,826940200605773",Low,"['Data Backup', 'Redundancy of Service', 'Out-of-Band Communications Channel']"
2258,AEMC-AI Server,T0860,Wireless Compromise,initial-access,ICS,"3,887042775","0,272727273","0,30000000000000004","0,3180307728180308",Low,"['Software Process and Device Authentication', 'Minimize Wireless Signal Propagation', 'Communication Authenticity', 'Encrypt Network Traffic']"
2259,AEMC-AI Server,T0801,Monitor Process State,collection,ICS,"3,887042775","0,932727273",1,"3,6255508075601024",Low,['Mitigation Limited or Not Effective']
2260,AEMC-AI Server,T0811,Data from Information Repositories,collection,ICS,"3,887042775","0,932727273","0,4","1,4502203230240411",Low,"['Restrict File and Directory Permissions', 'User Account Management', 'Encrypt Sensitive Information', 'Audit', 'Privileged Account Management', 'User Training']"
2261,AEMC-AI Server,T0802,Automated Collection,collection,ICS,"2,515145325","0,932727273","0,19999999999999996","0,4691889280371897",Low,"['Network Allowlists', 'Network Segmentation']"
2262,AEMC-AI Server,T0865,Spearphishing Attachment,initial-access,ICS,"1,83457659","0,272727273","0,19999999999999996","0,10006781410006778",Low,"['Restrict Web-Based Content', 'Network Intrusion Prevention', 'User Training', 'Antivirus/Antimalware']"
2263,AEMC-AI Server,T0866,Exploitation of Remote Services,initial-access,ICS,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Threat Intelligence Program', 'Network Segmentation']"
2264,AEMC-AI Server,T0866,Exploitation of Remote Services,lateral-movement,ICS,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Threat Intelligence Program', 'Network Segmentation']"
2265,AEMC-AI Server,T0830,Adversary-in-the-Middle,collection,ICS,"1,4372259","0,932727273","0,19999999999999996","0,2681079588783941",Low,"['Communication Authenticity', 'Disable or Remove Feature or Program', 'Static Network Configuration', 'Out-of-Band Communications Channel', 'Audit', 'Software Process and Device Authentication', 'Network Intrusion Prevention', 'Network Segmentation']"
2266,AEMC-AI Server,T0826,Loss of Availability,impact,ICS,"3,887042775","2,15810733",1,"8,388655504751041",Medium,"['Out-of-Band Communications Channel', 'Redundancy of Service', 'Data Backup']"
2267,AEMC-AI Server,T0847,Replication Through Removable Media,initial-access,ICS,"0,9145983","0,272727273","0,19999999999999996","0,04988718004988717",Low,"['Limit Hardware Installation', 'Disable or Remove Feature or Program', 'Operating System Configuration']"
2268,AEMC-AI Server,T0846,Remote System Discovery,discovery,ICS,"2,515145325","0,272727273",1,"0,6859487256859488",Low,['Static Network Configuration']
2269,AEMC-AI Server,T0832,Manipulation of View,impact,ICS,"2,83525473","1,272727273",1,"3,6085060207732513",Low,"['Out-of-Band Communications Channel', 'Communication Authenticity', 'Data Backup']"
2270,AEMC-AI Server,T0815,Denial of View,impact,ICS,"2,83525473","1,272727273",1,"3,6085060207732513",Low,"['Data Backup', 'Redundancy of Service', 'Out-of-Band Communications Channel']"
2271,AEMC-AI Server,T0828,Loss of Productivity and Revenue,impact,ICS,"2,2211673","1,225380057",1,"2,721774112680536",Low,['Data Backup']
2272,AEMC-AI Server,T0856,Spoof Reporting Message,evasion,ICS,"2,515145325","0,77769003","0,19999999999999996","0,3912006886507219",Low,"['Network Allowlists', 'Filter Network Traffic', 'Software Process and Device Authentication', 'Network Segmentation', 'Communication Authenticity']"
